quotation_id,customer_id,sales_rep_id,total_amount,total_discount,total_margin,status,created_at,updated_at
quote_bf582f3b,cust_c3571491,rep_221b7f39,904.28,134.41,160.17,CONVERTED,2026-05-18 01:10:05.601026,2026-06-13 01:10:05.601026
quote_68e84215,cust_215bbb49,rep_4fd63151,6173.55,704.99,880.6,CONVERTED,2026-02-23 08:10:05.601026,2026-02-25 08:10:05.601026
quote_52e572be,cust_8bb8f56a,rep_d5902688,7529.68,988.75,2118.29,CONVERTED,2026-01-28 19:10:05.601026,2026-02-20 19:10:05.601026
quote_db0ab351,cust_5329889c,rep_71ed5975,4396.76,504.03,891.31,CONVERTED,2026-07-15 08:10:05.601026,2026-08-12 08:10:05.601026
quote_fe6bf0b5,cust_c4924c0b,rep_71ed5975,1181.16,132.53,324.05,CONVERTED,2026-05-17 11:10:05.601026,2026-06-15 11:10:05.601026
quote_20b21eab,cust_6cd93739,rep_26645e7c,1783.16,357.92,107.64,CONVERTED,2026-04-21 00:10:05.601026,2026-05-15 00:10:05.601026
quote_9d6635a1,cust_e7123a90,rep_d5902688,2168.44,277.85,193.03,CONVERTED,2026-05-11 07:10:05.601026,2026-05-16 07:10:05.601026
quote_a1caa373,cust_bc936013,rep_4fd63151,607.98,72.42,204.72,CONVERTED,2025-10-31 20:10:05.601026,2025-11-08 20:10:05.601026
quote_3c219607,cust_c0594b54,rep_d5902688,4091.71,480.83,1544.83,EXPIRED,2026-05-05 20:10:05.601026,2026-05-29 20:10:05.601026
quote_4957c99c,cust_215bbb49,rep_4fd63151,620.3,90.75,133.91,CONVERTED,2026-06-25 06:10:05.601026,2026-07-09 06:10:05.601026
quote_18c20856,cust_c0594b54,rep_4fd63151,623.98,82.68,42.52,CONVERTED,2026-03-07 15:10:05.601026,2026-03-23 15:10:05.601026
quote_dc32a2e7,cust_3e2b9a91,rep_b548fdfc,385.72,18.34,112.34,CONVERTED,2026-07-22 20:10:05.601026,2026-08-04 20:10:05.601026
quote_2242fb06,cust_3e7091d4,rep_b548fdfc,4848.58,335.18,903.0,CONVERTED,2025-10-01 09:10:05.601026,2025-10-19 09:10:05.601026
quote_3a0859c3,cust_f6330c6d,rep_26645e7c,1749.1,235.71,392.68,CONVERTED,2026-02-16 17:10:05.601026,2026-03-15 17:10:05.601026
quote_43755238,cust_35bcb900,rep_71ed5975,2514.25,250.19,313.11,REJECTED,2025-10-19 08:10:05.601026,2025-10-22 08:10:05.601026
quote_61d5236d,cust_faaa7a40,rep_26645e7c,4012.11,1964.96,-917.45,REJECTED,2026-05-30 02:10:05.601026,2026-06-15 02:10:05.601026
quote_2d18eba7,cust_c530da41,rep_03d99ec4,3463.2,469.79,1136.37,EXPIRED,2026-06-28 16:10:05.601026,2026-07-17 16:10:05.601026
quote_76b2b41b,cust_83055eb2,rep_4fd63151,3617.12,505.37,672.95,REJECTED,2026-02-08 11:10:05.601026,2026-02-20 11:10:05.601026
quote_b3e80871,cust_db6dac0a,rep_d5902688,1508.55,99.63,238.35,CONVERTED,2025-11-27 04:10:05.601026,2025-12-24 04:10:05.601026
quote_19bf673c,cust_1ff88c64,rep_f976f2b3,5884.99,638.27,656.45,EXPIRED,2026-08-11 16:10:05.601026,2026-08-27 16:10:05.601026
quote_b1716ecc,cust_3752d640,rep_e08a1589,3421.8,385.47,823.93,REJECTED,2026-05-05 15:10:05.601026,2026-05-27 15:10:05.601026
quote_6017393f,cust_7adfc319,rep_71ed5975,2060.1,237.06,626.44,REJECTED,2025-09-25 10:10:05.601026,2025-09-26 10:10:05.601026
quote_d440cd0c,cust_1311cb1a,rep_d5902688,2260.7,352.04,384.41,REJECTED,2026-07-30 12:10:05.601026,2026-08-06 12:10:05.601026
quote_c378db0e,cust_3e7091d4,rep_03d99ec4,2313.36,186.28,562.07,EXPIRED,2025-12-13 21:10:05.601026,2025-12-15 21:10:05.601026
quote_3f830bcf,cust_16c62d60,rep_03d99ec4,1522.35,174.18,581.17,EXPIRED,2026-03-14 06:10:05.601026,2026-03-29 06:10:05.601026
quote_329ee2d4,cust_b5f9471e,rep_03d99ec4,4091.71,486.46,1539.2,REJECTED,2026-04-19 15:10:05.601026,2026-05-13 15:10:05.601026
quote_9ab361ea,cust_1ba4a61c,rep_b548fdfc,623.98,65.51,59.69,CONVERTED,2025-10-09 00:10:05.601026,2025-10-23 00:10:05.601026
quote_ba7d305f,cust_ceb41cd8,rep_71ed5975,5458.15,773.78,1127.89,CONVERTED,2025-09-26 15:10:05.601026,2025-10-17 15:10:05.601026
quote_5870f534,cust_8c59fa3f,rep_221b7f39,2348.8,248.35,371.95,REJECTED,2026-01-24 21:10:05.601026,2026-02-17 21:10:05.601026
quote_668f49e6,cust_b4a9dca3,rep_71ed5975,1310.68,172.21,183.01,CONVERTED,2025-11-05 17:10:05.601026,2025-12-03 17:10:05.601026
quote_9e605244,cust_56f06fa7,rep_e08a1589,2113.92,252.33,305.94,EXPIRED,2026-02-01 22:10:05.601026,2026-02-08 22:10:05.601026
quote_f80c2b39,cust_405b3327,rep_b548fdfc,1552.32,333.59,409.51,CONVERTED,2026-02-14 03:10:05.601026,2026-02-18 03:10:05.601026
quote_6d95b0e1,cust_35bcb900,rep_76071164,1062.72,114.22,111.68,EXPIRED,2026-07-17 04:10:05.601026,2026-08-09 04:10:05.601026
quote_86338960,cust_a1d12aca,rep_4fd63151,2014.08,296.72,347.56,CONVERTED,2025-09-13 21:10:05.601026,2025-09-18 21:10:05.601026
quote_9429b0b1,cust_12b82827,rep_4fd63151,106.16,12.55,18.13,CONVERTED,2025-12-30 15:10:05.601026,2026-01-13 15:10:05.601026
quote_ae27469a,cust_215bbb49,rep_f976f2b3,1433.46,194.31,320.35,CONVERTED,2026-05-03 09:10:05.601026,2026-05-10 09:10:05.601026
quote_938444ca,cust_94257e9c,rep_d5902688,342.18,38.41,82.53,CONVERTED,2025-10-09 09:10:05.601026,2025-10-26 09:10:05.601026
quote_36c2ee4f,cust_b0bce66f,rep_d5902688,4056.57,361.49,1405.3,REJECTED,2025-12-08 20:10:05.601026,2025-12-25 20:10:05.601026
quote_0eb4ae9f,cust_6449b0f4,rep_b548fdfc,3743.88,394.0,357.2,CONVERTED,2026-01-30 23:10:05.601026,2026-02-15 23:10:05.601026
quote_c9bd3150,cust_35bcb900,rep_221b7f39,1542.88,132.06,390.66,EXPIRED,2026-05-07 03:10:05.601026,2026-05-29 03:10:05.601026
quote_167215c8,cust_5b9af17f,rep_4fd63151,5807.2,578.67,1876.75,REJECTED,2026-03-26 18:10:05.601026,2026-04-19 18:10:05.601026
quote_e037ae7e,cust_fb37096e,rep_03d99ec4,6618.44,548.91,1033.95,EXPIRED,2026-03-06 21:10:05.601026,2026-03-14 21:10:05.601026
quote_780e2e27,cust_5fb65258,rep_71ed5975,3035.37,152.36,614.17,REJECTED,2026-08-18 06:10:05.601026,2026-09-09 06:10:05.601026
quote_65c2466d,cust_94257e9c,rep_e08a1589,4576.23,388.7,814.96,CONVERTED,2026-06-09 16:10:05.601026,2026-06-10 16:10:05.601026
quote_60784094,cust_1ff88c64,rep_e08a1589,5075.85,516.25,1166.32,REJECTED,2025-11-28 21:10:05.601026,2025-12-20 21:10:05.601026
quote_c9f293ee,cust_94257e9c,rep_f976f2b3,2244.44,196.41,497.06,REJECTED,2026-03-24 14:10:05.601026,2026-04-05 14:10:05.601026
quote_0c34717d,cust_5199088a,rep_03d99ec4,2131.29,222.15,835.34,EXPIRED,2025-10-24 19:10:05.601026,2025-11-05 19:10:05.601026
quote_9565a487,cust_5fb65258,rep_e08a1589,3050.82,241.76,560.68,REJECTED,2025-11-02 16:10:05.601026,2025-11-04 16:10:05.601026
quote_05851d5d,cust_1226e2b4,rep_f976f2b3,3030.3,1319.86,85.53,EXPIRED,2026-05-04 00:10:05.601026,2026-05-15 00:10:05.601026
quote_05434570,cust_94257e9c,rep_b548fdfc,776.36,61.08,152.68,CONVERTED,2025-11-30 01:10:05.601026,2025-12-16 01:10:05.601026
quote_59e6aaa9,cust_215bbb49,rep_b548fdfc,944.64,103.84,96.96,REJECTED,2026-01-22 08:10:05.601026,2026-02-05 08:10:05.601026
quote_417d5077,cust_ce1f66a4,rep_76071164,1594.7,284.68,223.62,CONVERTED,2026-02-12 12:10:05.601026,2026-03-01 12:10:05.601026
quote_2e5f5cb5,cust_1226e2b4,rep_76071164,584.53,81.67,207.71,EXPIRED,2026-07-16 19:10:05.601026,2026-08-02 19:10:05.601026
quote_baf883fe,cust_ce1f66a4,rep_03d99ec4,2228.95,352.37,229.58,REJECTED,2026-02-15 08:10:05.601026,2026-03-14 08:10:05.601026
quote_828aa1df,cust_41d19430,rep_26645e7c,519.4,63.94,71.76,REJECTED,2025-11-02 10:10:05.601026,2025-11-17 10:10:05.601026
quote_a4ae887c,cust_f6647730,rep_4fd63151,2328.48,876.43,238.22,EXPIRED,2026-01-22 10:10:05.601026,2026-02-19 10:10:05.601026
quote_630e6517,cust_5fb65258,rep_03d99ec4,4367.86,521.01,355.39,CONVERTED,2026-03-11 03:10:05.601026,2026-04-07 03:10:05.601026
quote_2e343574,cust_8cdf7d4e,rep_b548fdfc,2421.97,335.3,381.47,REJECTED,2026-02-21 00:10:05.601026,2026-03-08 00:10:05.601026
quote_0ad7f529,cust_c56c6575,rep_221b7f39,2255.2,179.76,318.24,CONVERTED,2026-02-14 23:10:05.601026,2026-02-26 23:10:05.601026
quote_f0522692,cust_0b6086ec,rep_b548fdfc,831.04,128.0,89.12,REJECTED,2026-08-21 09:10:05.601026,2026-09-03 09:10:05.601026
quote_90aa1f18,cust_560682aa,rep_71ed5975,6588.47,684.17,2034.49,CONVERTED,2026-07-25 16:10:05.601026,2026-08-20 16:10:05.601026
quote_235c293f,cust_c56c6575,rep_e08a1589,2313.36,184.07,564.28,EXPIRED,2026-05-22 08:10:05.601026,2026-06-15 08:10:05.601026
quote_52d19ea3,cust_fb37096e,rep_4fd63151,53.08,4.6,10.74,CONVERTED,2026-07-24 20:10:05.601026,2026-08-06 20:10:05.601026
quote_3d96d1d5,cust_e5e2a4d0,rep_03d99ec4,3370.27,334.51,763.66,CONVERTED,2026-02-15 20:10:05.601026,2026-02-27 20:10:05.601026
quote_8c41e4ce,cust_41d19430,rep_d5902688,3743.88,308.81,442.39,REJECTED,2026-04-13 01:10:05.601026,2026-04-19 01:10:05.601026
quote_564eb3f9,cust_84914d14,rep_71ed5975,2500.35,382.08,624.47,EXPIRED,2025-11-04 13:10:05.601026,2025-11-14 13:10:05.601026
quote_e4d42c0c,cust_e5e2a4d0,rep_26645e7c,1337.37,135.06,214.11,CONVERTED,2026-01-28 05:10:05.601026,2026-02-11 05:10:05.601026
quote_2e32c90e,cust_f9e341c0,rep_f976f2b3,2349.76,231.61,520.05,EXPIRED,2026-05-03 10:10:05.601026,2026-05-25 10:10:05.601026
quote_b14cb7c2,cust_6cd93739,rep_221b7f39,831.04,107.95,109.17,REJECTED,2026-06-17 07:10:05.601026,2026-07-17 07:10:05.601026
quote_b6521adf,cust_88dc3738,rep_f976f2b3,6633.12,571.02,1433.13,CONVERTED,2026-01-12 22:10:05.601026,2026-01-28 22:10:05.601026
quote_0dbcc4c0,cust_12b82827,rep_71ed5975,970.45,98.14,169.06,CONVERTED,2026-01-27 05:10:05.601026,2026-02-25 05:10:05.601026
quote_5381019e,cust_56f06fa7,rep_26645e7c,6783.49,613.07,1817.99,REJECTED,2025-11-20 07:10:05.601026,2025-12-13 07:10:05.601026
quote_f032df93,cust_1ff5ebdc,rep_221b7f39,911.97,75.57,340.14,CONVERTED,2025-12-18 15:10:05.601026,2026-01-14 15:10:05.601026
quote_31bad0b7,cust_c530da41,rep_f976f2b3,2884.14,337.96,870.94,CONVERTED,2026-01-29 03:10:05.601026,2026-02-10 03:10:05.601026
quote_85978745,cust_6bebe3ea,rep_d5902688,5845.3,829.92,2063.88,CONVERTED,2026-04-24 16:10:05.601026,2026-04-29 16:10:05.601026
quote_111337f3,cust_41d19430,rep_e08a1589,2544.93,421.2,434.37,REJECTED,2025-12-05 13:10:05.601026,2025-12-09 13:10:05.601026
quote_d461485d,cust_12b82827,rep_b548fdfc,2511.38,319.82,806.36,REJECTED,2026-08-11 09:10:05.601026,2026-09-06 09:10:05.601026
quote_abb386ac,cust_88dc3738,rep_76071164,1605.12,170.03,372.64,REJECTED,2026-02-26 20:10:05.601026,2026-03-28 20:10:05.601026
quote_79e57f43,cust_7c8d0f0a,rep_e08a1589,3454.43,465.81,860.58,EXPIRED,2025-11-20 10:10:05.601026,2025-12-07 10:10:05.601026
quote_a52dc623,cust_4604301d,rep_d5902688,6483.64,2648.9,-850.76,CONVERTED,2025-10-16 22:10:05.601026,2025-11-07 22:10:05.601026
quote_d5912b10,cust_ce1f66a4,rep_76071164,578.58,78.39,117.63,EXPIRED,2025-09-14 06:10:05.601026,2025-10-05 06:10:05.601026
quote_8c653cc1,cust_cf13c2af,rep_71ed5975,2271.54,199.04,812.2,REJECTED,2026-02-08 01:10:05.601026,2026-03-07 01:10:05.601026
quote_be0fa530,cust_0b27ce82,rep_03d99ec4,5009.78,737.86,1056.49,CONVERTED,2026-07-22 23:10:05.601026,2026-08-06 23:10:05.601026
quote_5dc60930,cust_c530da41,rep_f976f2b3,1358.63,140.76,233.32,REJECTED,2025-10-28 02:10:05.601026,2025-11-25 02:10:05.601026
quote_9a052952,cust_1cb64aaa,rep_71ed5975,5845.3,539.4,2354.4,EXPIRED,2026-03-28 21:10:05.601026,2026-04-27 21:10:05.601026
quote_8274b496,cust_79ddb8e2,rep_03d99ec4,1811.04,144.78,722.17,REJECTED,2026-06-27 16:10:05.601026,2026-07-26 16:10:05.601026
quote_f2a42e29,cust_969bf7c5,rep_03d99ec4,4000.56,342.07,1268.41,CONVERTED,2025-09-15 11:10:05.601026,2025-09-27 11:10:05.601026
quote_796467ac,cust_12b82827,rep_e08a1589,3382.8,498.01,248.99,CONVERTED,2026-03-23 19:10:05.601026,2026-04-12 19:10:05.601026
quote_bc69f4f3,cust_ebc95cba,rep_71ed5975,1639.78,244.95,506.97,CONVERTED,2026-02-07 13:10:05.601026,2026-02-09 13:10:05.601026
quote_f0b5f26e,cust_8cdf7d4e,rep_f976f2b3,3021.12,260.52,705.9,EXPIRED,2026-06-17 14:10:05.601026,2026-07-07 14:10:05.601026
quote_7de6c1a0,cust_b2c27d93,rep_221b7f39,12639.47,1213.38,4211.05,CONVERTED,2025-10-30 01:10:05.601026,2025-11-29 01:10:05.601026
quote_3c20acc6,cust_f4e1755e,rep_221b7f39,941.21,116.72,271.66,CONVERTED,2025-12-17 20:10:05.601026,2025-12-25 20:10:05.601026
quote_2c92ef8d,cust_faaa7a40,rep_76071164,1358.63,143.17,230.91,REJECTED,2026-04-08 13:10:05.601026,2026-05-08 13:10:05.601026
quote_30e04d03,cust_8035f667,rep_f976f2b3,3030.3,428.19,977.2,CONVERTED,2026-05-27 08:10:05.601026,2026-06-21 08:10:05.601026
quote_7121056b,cust_4c4e219c,rep_03d99ec4,3462.18,425.92,775.54,CONVERTED,2026-03-30 03:10:05.601026,2026-04-19 03:10:05.601026
quote_157fac2d,cust_b47eadfa,rep_26645e7c,1674.61,180.56,573.2,CONVERTED,2026-02-06 08:10:05.601026,2026-03-02 08:10:05.601026
quote_cbff89d9,cust_f6330c6d,rep_4fd63151,5084.7,504.57,832.83,CONVERTED,2025-09-16 06:10:05.601026,2025-09-25 06:10:05.601026
quote_c207012e,cust_5b9af17f,rep_f976f2b3,1310.68,177.18,178.04,EXPIRED,2026-08-04 09:10:05.601026,2026-08-19 09:10:05.601026
quote_d235e579,cust_3880925b,rep_76071164,9007.34,875.31,3540.47,CONVERTED,2026-07-06 13:10:05.601026,2026-07-25 13:10:05.601026
quote_e2628d6b,cust_e7123a90,rep_26645e7c,826.56,39.52,136.18,CONVERTED,2026-04-21 08:10:05.601026,2026-05-10 08:10:05.601026
quote_2920e374,cust_560682aa,rep_4fd63151,1183.29,72.37,210.71,EXPIRED,2026-05-21 10:10:05.601026,2026-06-13 10:10:05.601026
quote_bbe423d8,cust_16c62d60,rep_221b7f39,2316.36,231.06,450.92,CONVERTED,2026-07-10 19:10:05.601026,2026-07-20 19:10:05.601026
quote_d51f3ff8,cust_4e5d5042,rep_221b7f39,5449.05,512.31,1577.36,CONVERTED,2026-06-12 17:10:05.601026,2026-06-25 17:10:05.601026
quote_b55d8955,cust_8bb8f56a,rep_d5902688,3164.98,450.13,580.9,CONVERTED,2026-08-12 01:10:05.601026,2026-08-23 01:10:05.601026
quote_28bfa5be,cust_1ff88c64,rep_221b7f39,1858.36,262.34,454.33,CONVERTED,2026-07-31 23:10:05.601026,2026-08-17 23:10:05.601026
quote_a330c5e1,cust_f9e341c0,rep_76071164,5239.95,659.42,1213.79,REJECTED,2026-07-12 16:10:05.601026,2026-08-09 16:10:05.601026
quote_9060e342,cust_8035f667,rep_4fd63151,1337.37,149.06,200.11,REJECTED,2026-01-13 08:10:05.601026,2026-01-15 08:10:05.601026
quote_e6617b5b,cust_5471fb8a,rep_221b7f39,2164.5,244.37,759.48,EXPIRED,2026-02-15 10:10:05.601026,2026-02-28 10:10:05.601026
quote_17685702,cust_3e7091d4,rep_76071164,3463.2,319.41,1286.75,CONVERTED,2026-03-21 09:10:05.601026,2026-04-08 09:10:05.601026
quote_1393c28f,cust_69492daf,rep_76071164,3566.32,335.62,595.5,CONVERTED,2026-08-04 10:10:05.601026,2026-08-07 10:10:05.601026
quote_4aae1aa5,cust_1ff88c64,rep_71ed5975,1244.44,138.36,246.52,CONVERTED,2025-09-26 06:10:05.601026,2025-10-23 06:10:05.601026
quote_e26b2ebc,cust_322bbdef,rep_221b7f39,477.72,39.33,98.73,CONVERTED,2026-03-27 04:10:05.601026,2026-04-05 04:10:05.601026
quote_dc1e2191,cust_1226e2b4,rep_26645e7c,4606.62,707.57,399.52,CONVERTED,2026-08-10 16:10:05.601026,2026-09-01 16:10:05.601026
quote_70280f77,cust_84914d14,rep_221b7f39,2131.29,142.74,914.75,REJECTED,2026-03-04 18:10:05.601026,2026-03-10 18:10:05.601026
quote_d499796c,cust_57020bdd,rep_26645e7c,603.3,143.67,-2.13,CONVERTED,2025-09-15 14:10:05.601026,2025-09-22 14:10:05.601026
quote_24f2356c,cust_4e5d5042,rep_26645e7c,2587.2,185.88,1052.62,REJECTED,2026-07-28 18:10:05.601026,2026-08-14 18:10:05.601026
quote_5eafe724,cust_84914d14,rep_d5902688,106.16,15.85,14.83,EXPIRED,2026-06-21 11:10:05.601026,2026-06-26 11:10:05.601026
quote_c7d024a1,cust_35bcb900,rep_f976f2b3,5192.28,559.02,586.58,REJECTED,2026-08-18 23:10:05.601026,2026-09-08 23:10:05.601026
quote_ff072c86,cust_bc936013,rep_221b7f39,1264.14,158.66,288.51,REJECTED,2026-08-19 22:10:05.601026,2026-09-18 22:10:05.601026
quote_c2c812ca,cust_843ab967,rep_f976f2b3,939.52,121.27,126.85,REJECTED,2025-12-30 04:10:05.601026,2026-01-06 04:10:05.601026
quote_dd3189a4,cust_8c59fa3f,rep_71ed5975,15178.2,2430.06,4515.12,EXPIRED,2026-04-14 06:10:05.601026,2026-04-22 06:10:05.601026
quote_ed4f739b,cust_c530da41,rep_76071164,794.72,68.77,277.87,EXPIRED,2026-01-04 08:10:05.601026,2026-01-07 08:10:05.601026
quote_9814c182,cust_5fb65258,rep_4fd63151,1777.76,215.37,439.74,CONVERTED,2025-10-06 20:10:05.601026,2025-10-26 20:10:05.601026
quote_bdb1adbb,cust_5199088a,rep_f976f2b3,1000.14,117.33,285.29,REJECTED,2026-04-25 22:10:05.601026,2026-04-29 22:10:05.601026
quote_3feee5b0,cust_35bcb900,rep_d5902688,2131.29,317.42,740.07,CONVERTED,2025-11-09 02:10:05.601026,2025-11-25 02:10:05.601026
quote_8c23f77e,cust_1d7b20af,rep_d5902688,6025.64,767.21,1340.68,EXPIRED,2026-06-09 10:10:05.601026,2026-06-14 10:10:05.601026
quote_517c758a,cust_1ff5ebdc,rep_26645e7c,1409.28,209.15,163.03,EXPIRED,2025-12-17 02:10:05.601026,2025-12-24 02:10:05.601026
quote_c8c752c8,cust_802f59e0,rep_d5902688,717.69,103.06,219.98,CONVERTED,2026-02-24 01:10:05.601026,2026-02-28 01:10:05.601026
quote_adde2f70,cust_b5f9471e,rep_b548fdfc,1157.16,191.72,200.32,REJECTED,2026-03-16 12:10:05.601026,2026-03-17 12:10:05.601026
quote_4f56134e,cust_b4a9dca3,rep_d5902688,2000.28,186.37,618.87,REJECTED,2026-03-08 07:10:05.601026,2026-03-18 07:10:05.601026
quote_d5b0a6b0,cust_69492daf,rep_4fd63151,318.94,29.05,72.61,EXPIRED,2025-12-14 06:10:05.601026,2025-12-15 06:10:05.601026
quote_390c8793,cust_5199088a,rep_26645e7c,379.11,72.51,66.39,CONVERTED,2026-02-08 20:10:05.601026,2026-03-09 20:10:05.601026
quote_06f964a3,cust_88dc3738,rep_d5902688,2601.63,249.93,956.67,CONVERTED,2026-07-02 12:10:05.601026,2026-07-21 12:10:05.601026
quote_9cb73342,cust_4ba29bc8,rep_76071164,2764.33,155.28,841.76,REJECTED,2026-04-30 11:10:05.601026,2026-05-26 11:10:05.601026
quote_21f53b55,cust_0b27ce82,rep_03d99ec4,2883.24,311.12,559.3,CONVERTED,2025-12-25 15:10:05.601026,2026-01-04 15:10:05.601026
quote_a5565cb6,cust_16c62d60,rep_71ed5975,4022.8,422.76,478.52,REJECTED,2026-02-14 14:10:05.601026,2026-02-22 14:10:05.601026
quote_84e41ab8,cust_94257e9c,rep_76071164,1034.88,81.75,413.65,REJECTED,2026-06-12 02:10:05.601026,2026-06-16 02:10:05.601026
quote_8acdae71,cust_f6647730,rep_b548fdfc,4706.05,294.26,1647.64,EXPIRED,2026-01-11 15:10:05.601026,2026-01-18 15:10:05.601026
quote_10708daf,cust_8cdf7d4e,rep_e08a1589,4027.18,314.79,697.27,CONVERTED,2026-01-27 17:10:05.601026,2026-02-21 17:10:05.601026
quote_9fc684c6,cust_898c54d5,rep_71ed5975,3500.49,695.65,713.52,CONVERTED,2026-02-26 08:10:05.601026,2026-03-23 08:10:05.601026
quote_40707fe5,cust_b5f9471e,rep_f976f2b3,956.92,84.51,346.21,CONVERTED,2026-05-19 03:10:05.601026,2026-06-02 03:10:05.601026
quote_eabdbfa8,cust_efe291d0,rep_26645e7c,4000.56,202.58,1407.9,REJECTED,2026-03-24 08:10:05.601026,2026-03-28 08:10:05.601026
quote_e281129d,cust_b8d41557,rep_d5902688,1644.16,282.02,152.19,REJECTED,2026-05-13 06:10:05.601026,2026-05-23 06:10:05.601026
quote_3723d1e1,cust_57020bdd,rep_4fd63151,1236.06,206.32,311.78,REJECTED,2026-02-19 19:10:05.601026,2026-03-09 19:10:05.601026
quote_9a1e9ea6,cust_d1ed441a,rep_4fd63151,804.4,98.75,89.97,CONVERTED,2025-12-19 15:10:05.601026,2025-12-25 15:10:05.601026
quote_f4e19a94,cust_41d19430,rep_d5902688,10485.44,1451.56,1390.2,EXPIRED,2026-01-09 22:10:05.601026,2026-01-24 22:10:05.601026
quote_34fbe5ad,cust_5329889c,rep_e08a1589,3519.95,377.98,410.64,CONVERTED,2026-03-25 01:10:05.601026,2026-04-02 01:10:05.601026
quote_db80d141,cust_0b27ce82,rep_4fd63151,683.5,62.59,209.45,CONVERTED,2026-01-24 02:10:05.601026,2026-02-16 02:10:05.601026
quote_782d1a2e,cust_8cdf7d4e,rep_b548fdfc,1992.51,140.16,790.53,EXPIRED,2026-04-02 20:10:05.601026,2026-04-04 20:10:05.601026
quote_9eeca37f,cust_41d19430,rep_26645e7c,1236.06,493.27,24.83,REJECTED,2026-03-27 07:10:05.601026,2026-04-20 07:10:05.601026
quote_744b25b0,cust_e7123a90,rep_e08a1589,514.08,34.39,131.91,CONVERTED,2025-11-26 11:10:05.601026,2025-12-02 11:10:05.601026
quote_425d310a,cust_5329889c,rep_f976f2b3,335.68,58.89,48.49,CONVERTED,2026-08-16 23:10:05.601026,2026-09-12 23:10:05.601026
quote_ef6fd6c0,cust_8cdf7d4e,rep_26645e7c,1000.14,123.21,279.41,REJECTED,2026-01-10 17:10:05.601026,2026-01-11 17:10:05.601026
quote_5a003b4f,cust_3880925b,rep_221b7f39,1025.25,98.4,309.66,REJECTED,2025-12-26 09:10:05.601026,2026-01-19 09:10:05.601026
quote_dc7d1837,cust_b4a9dca3,rep_26645e7c,4740.08,590.8,657.78,CONVERTED,2026-07-21 12:10:05.601026,2026-07-22 12:10:05.601026
quote_408e4f8d,cust_c3571491,rep_76071164,14505.78,1616.33,4699.61,REJECTED,2026-06-23 11:10:05.601026,2026-07-15 11:10:05.601026
quote_46c09d50,cust_969bf7c5,rep_03d99ec4,1441.48,147.6,473.5,EXPIRED,2026-05-25 02:10:05.601026,2026-06-23 02:10:05.601026
quote_103fcaf4,cust_f9e341c0,rep_f976f2b3,1500.21,204.31,399.62,EXPIRED,2025-11-14 17:10:05.601026,2025-11-27 17:10:05.601026
quote_68044dde,cust_3f9d4565,rep_b548fdfc,342.18,38.16,82.78,CONVERTED,2025-11-12 14:10:05.601026,2025-11-29 14:10:05.601026
quote_f608d1f9,cust_3880925b,rep_26645e7c,708.48,81.47,69.13,REJECTED,2025-12-28 01:10:05.601026,2026-01-03 01:10:05.601026
quote_2fcc74d9,cust_35bcb900,rep_f976f2b3,106.16,6.49,24.19,EXPIRED,2026-07-26 10:10:05.601026,2026-08-01 10:10:05.601026
quote_3bcb7ebb,cust_898c54d5,rep_71ed5975,727.16,88.52,101.46,CONVERTED,2026-02-11 11:10:05.601026,2026-02-17 11:10:05.601026
quote_d8ecd403,cust_b0bce66f,rep_03d99ec4,1746.81,214.06,266.9,EXPIRED,2026-03-17 11:10:05.601026,2026-04-06 11:10:05.601026
quote_53172a60,cust_f9e341c0,rep_e08a1589,1753.59,217.6,650.54,REJECTED,2026-07-06 23:10:05.601026,2026-07-15 23:10:05.601026
quote_78a46516,cust_c530da41,rep_4fd63151,500.07,41.6,159.71,REJECTED,2026-05-03 12:10:05.601026,2026-05-04 12:10:05.601026
quote_9861e8d5,cust_7a79b0e8,rep_b548fdfc,934.58,146.9,46.98,CONVERTED,2026-03-20 21:10:05.601026,2026-04-03 21:10:05.601026
quote_eea6d222,cust_c56c6575,rep_f976f2b3,2755.66,203.88,653.34,REJECTED,2026-08-04 18:10:05.601026,2026-08-27 18:10:05.601026
quote_7f65f31a,cust_8035f667,rep_e08a1589,1025.25,112.05,296.01,EXPIRED,2026-01-10 01:10:05.601026,2026-01-11 01:10:05.601026
quote_f7f2d86f,cust_f9e341c0,rep_76071164,970.45,91.65,175.55,CONVERTED,2025-12-10 19:10:05.601026,2026-01-02 19:10:05.601026
quote_ab12cc81,cust_8035f667,rep_e08a1589,816.07,88.94,230.97,REJECTED,2025-12-22 05:10:05.601026,2026-01-16 05:10:05.601026
quote_b286f5d2,cust_ce1f66a4,rep_4fd63151,212.32,42.19,19.17,CONVERTED,2025-12-04 17:10:05.601026,2025-12-20 17:10:05.601026
quote_189801ee,cust_82e21b4c,rep_03d99ec4,5114.17,898.35,1141.66,CONVERTED,2026-04-19 02:10:05.601026,2026-05-08 02:10:05.601026
quote_12d1a9b8,cust_cf13c2af,rep_76071164,2392.3,239.08,837.72,REJECTED,2026-01-19 21:10:05.601026,2026-02-02 21:10:05.601026
quote_ed97274b,cust_0b27ce82,rep_b548fdfc,5389.96,304.96,2144.8,REJECTED,2026-08-11 18:10:05.601026,2026-09-04 18:10:05.601026
quote_e015954d,cust_f6330c6d,rep_26645e7c,2734.0,320.07,768.09,CONVERTED,2026-03-12 20:10:05.601026,2026-03-29 20:10:05.601026
